,filename,style,in_train,who
7688,49549.jpg,Renaissance,True,Kayvon
7689,71273.jpg,Post-Impressionism,True,Kayvon
7690,37408.jpg,Renaissance,True,Kayvon
7691,1465.jpg,Expressionism,False,Kayvon
7692,78779.jpg,Impressionism,True,Kayvon
7693,85425.jpg,Expressionism,True,Kayvon
7694,14331.jpg,Post-Impressionism,True,Kayvon
7695,41729.jpg,Renaissance,True,Kayvon
7696,6073.jpg,Baroque,False,Kayvon
7697,93990.jpg,Baroque,True,Kayvon
7698,87653.jpg,Post-Impressionism,True,Kayvon
7699,57164.jpg,Expressionism,False,Kayvon
7700,33120.jpg,Expressionism,True,Kayvon
7701,15039.jpg,Renaissance,True,Kayvon
7702,72257.jpg,Impressionism,True,Kayvon
7703,15328.jpg,Post-Impressionism,True,Kayvon
7704,10242.jpg,Baroque,True,Kayvon
7705,47218.jpg,Expressionism,True,Kayvon
7706,85431.jpg,Renaissance,True,Kayvon
7707,78068.jpg,Art Nouveau (Modern),True,Kayvon
7708,48803.jpg,Art Nouveau (Modern),True,Kayvon
7709,86356.jpg,Expressionism,True,Kayvon
7710,21718.jpg,Baroque,False,Kayvon
7711,97805.jpg,Art Nouveau (Modern),True,Kayvon
7712,39407.jpg,Post-Impressionism,True,Kayvon
7713,97936.jpg,Realism,True,Kayvon
7714,100952.jpg,Realism,True,Kayvon
7715,60033.jpg,Realism,False,Kayvon
7716,70314.jpg,Expressionism,False,Kayvon
7717,80092.jpg,Renaissance,False,Kayvon
7718,14856.jpg,Expressionism,True,Kayvon
7719,84527.jpg,Renaissance,True,Kayvon
7720,66566.jpg,Art Nouveau (Modern),True,Kayvon
7721,42144.jpg,Expressionism,False,Kayvon
7722,48419.jpg,Baroque,False,Kayvon
7723,102549.jpg,Art Nouveau (Modern),True,Kayvon
7724,17659.jpg,Realism,True,Kayvon
7725,70142.jpg,Renaissance,True,Kayvon
7726,98936.jpg,Art Nouveau (Modern),True,Kayvon
7727,4897.jpg,Baroque,True,Kayvon
7728,40866.jpg,Baroque,True,Kayvon
7729,36985.jpg,Expressionism,True,Kayvon
7730,27011.jpg,Medieval,True,Kayvon
7731,60739.jpg,Expressionism,True,Kayvon
7732,97547.jpg,Baroque,True,Kayvon
7733,21123.jpg,Art Nouveau (Modern),False,Kayvon
7734,11065.jpg,Renaissance,True,Kayvon
7735,83986.jpg,Expressionism,False,Kayvon
7736,63192.jpg,Realism,True,Kayvon
7737,46370.jpg,Expressionism,False,Kayvon
7738,2175.jpg,Expressionism,True,Kayvon
7739,91814.jpg,Expressionism,True,Kayvon
7740,29396.jpg,Expressionism,True,Kayvon
7741,24161.jpg,Art Nouveau (Modern),True,Kayvon
7742,10330.jpg,Impressionism,True,Kayvon
7743,83235.jpg,Baroque,False,Kayvon
7744,18312.jpg,Art Nouveau (Modern),True,Kayvon
7745,91297.jpg,Renaissance,True,Kayvon
7746,66790.jpg,Baroque,False,Kayvon
7747,14716.jpg,Renaissance,True,Kayvon
7748,24015.jpg,Renaissance,True,Kayvon
7749,17123.jpg,Expressionism,True,Kayvon
7750,77861.jpg,Renaissance,False,Kayvon
7751,79755.jpg,Impressionism,True,Kayvon
7752,95268.jpg,Realism,True,Kayvon
7753,16857.jpg,Realism,True,Kayvon
7754,32647.jpg,Realism,True,Kayvon
7755,20555.jpg,Art Nouveau (Modern),True,Kayvon
7756,93052.jpg,Art Nouveau (Modern),True,Kayvon
7757,39711.jpg,Impressionism,True,Kayvon
7758,4803.jpg,Realism,False,Kayvon
7759,82194.jpg,Impressionism,True,Kayvon
7760,36130.jpg,Realism,True,Kayvon
7761,65000.jpg,Expressionism,False,Kayvon
7762,37763.jpg,Medieval,True,Kayvon
7763,60054.jpg,Renaissance,True,Kayvon
7764,35352.jpg,Expressionism,False,Kayvon
7765,12081.jpg,Art Nouveau (Modern),True,Kayvon
7766,22647.jpg,Realism,True,Kayvon
7767,12459.jpg,Expressionism,True,Kayvon
7768,53492.jpg,Impressionism,False,Kayvon
7769,71987.jpg,Realism,True,Kayvon
7770,43008.jpg,Renaissance,False,Kayvon
7771,94695.jpg,Art Nouveau (Modern),True,Kayvon
7772,42301.jpg,Baroque,True,Kayvon
7773,43203.jpg,Medieval,True,Kayvon
7774,5437.jpg,Expressionism,True,Kayvon
7775,60185.jpg,Expressionism,True,Kayvon
7776,92493.jpg,Expressionism,True,Kayvon
7777,59597.jpg,Renaissance,True,Kayvon
7778,3927.jpg,Realism,True,Kayvon
7779,21559.jpg,Art Nouveau (Modern),True,Kayvon
7780,19951.jpg,Expressionism,False,Kayvon
7781,21590.jpg,Art Nouveau (Modern),True,Kayvon
7782,6376.jpg,Art Nouveau (Modern),True,Kayvon
7783,31176.jpg,Baroque,False,Kayvon
7784,50820.jpg,Realism,True,Kayvon
7785,23215.jpg,Renaissance,False,Kayvon
7786,61549.jpg,Baroque,False,Kayvon
7787,17268.jpg,Post-Impressionism,True,Kayvon
7788,62468.jpg,Impressionism,False,Kayvon
7789,95761.jpg,Expressionism,True,Kayvon
7790,102565.jpg,Realism,True,Kayvon
7791,43547.jpg,Renaissance,True,Kayvon
7792,47727.jpg,Impressionism,True,Kayvon
7793,12515.jpg,Expressionism,True,Kayvon
7794,65440.jpg,Expressionism,True,Kayvon
7795,92875.jpg,Realism,True,Kayvon
7796,18745.jpg,Baroque,False,Kayvon
7797,65301.jpg,Impressionism,True,Kayvon
7798,42469.jpg,Realism,True,Kayvon
7799,101587.jpg,Realism,True,Kayvon
7800,80613.jpg,Expressionism,True,Kayvon
7801,46921.jpg,Expressionism,True,Kayvon
7802,55459.jpg,Impressionism,True,Kayvon
7803,33538.jpg,Expressionism,True,Kayvon
7804,110.jpg,Expressionism,True,Kayvon
7805,41543.jpg,Post-Impressionism,True,Kayvon
7806,43021.jpg,Realism,True,Kayvon
7807,75210.jpg,Art Nouveau (Modern),True,Kayvon
7808,75894.jpg,Art Nouveau (Modern),True,Kayvon
7809,91560.jpg,Art Nouveau (Modern),True,Kayvon
7810,64400.jpg,Art Nouveau (Modern),True,Kayvon
7811,2139.jpg,Renaissance,True,Kayvon
7812,71290.jpg,Expressionism,True,Kayvon
7813,43584.jpg,Renaissance,True,Kayvon
7814,57478.jpg,Renaissance,True,Kayvon
7815,91444.jpg,Realism,True,Kayvon
7816,79264.jpg,Baroque,True,Kayvon
7817,50379.jpg,Realism,True,Kayvon
7818,4805.jpg,Renaissance,True,Kayvon
7819,11446.jpg,Impressionism,True,Kayvon
7820,67821.jpg,Baroque,True,Kayvon
7821,96164.jpg,Expressionism,True,Kayvon
7822,791.jpg,Art Nouveau (Modern),True,Kayvon
7823,18579.jpg,Realism,True,Kayvon
7824,47902.jpg,Realism,True,Kayvon
7825,16872.jpg,Impressionism,True,Kayvon
7826,89885.jpg,Expressionism,True,Kayvon
7827,76288.jpg,Expressionism,False,Kayvon
7828,91725.jpg,Impressionism,False,Kayvon
7829,34081.jpg,Art Nouveau (Modern),True,Kayvon
7830,100944.jpg,Expressionism,True,Kayvon
7831,11858.jpg,Baroque,False,Kayvon
7832,79778.jpg,Expressionism,True,Kayvon
7833,16297.jpg,Realism,False,Kayvon
7834,39947.jpg,Renaissance,True,Kayvon
7835,68655.jpg,Realism,True,Kayvon
7836,50077.jpg,Realism,True,Kayvon
7837,95872.jpg,Post-Impressionism,True,Kayvon
7838,20665.jpg,Renaissance,True,Kayvon
7839,75822.jpg,Impressionism,True,Kayvon
7840,96771.jpg,Art Nouveau (Modern),True,Kayvon
7841,54590.jpg,Baroque,True,Kayvon
7842,46680.jpg,Abstract Expressionism,True,Kayvon
7843,33477.jpg,Art Nouveau (Modern),True,Kayvon
7844,19641.jpg,Renaissance,False,Kayvon
7845,8039.jpg,Art Nouveau (Modern),True,Kayvon
7846,77273.jpg,Realism,False,Kayvon
7847,86130.jpg,Art Nouveau (Modern),True,Kayvon
7848,73934.jpg,Expressionism,True,Kayvon
7849,59952.jpg,Renaissance,True,Kayvon
7850,773.jpg,Post-Impressionism,False,Kayvon
7851,42399.jpg,Art Nouveau (Modern),True,Kayvon
7852,72327.jpg,Realism,True,Kayvon
7853,40664.jpg,Expressionism,False,Kayvon
7854,45861.jpg,Expressionism,True,Kayvon
7855,21337.jpg,Expressionism,True,Kayvon
7856,41797.jpg,Post-Impressionism,True,Kayvon
7857,36684.jpg,Art Nouveau (Modern),True,Kayvon
7858,11760.jpg,Art Nouveau (Modern),True,Kayvon
7859,26533.jpg,Art Nouveau (Modern),True,Kayvon
7860,26347.jpg,Post-Impressionism,True,Kayvon
7861,25113.jpg,Medieval,False,Kayvon
7862,21585.jpg,Realism,True,Kayvon
7863,33046.jpg,Post-Impressionism,False,Kayvon
7864,21717.jpg,Expressionism,True,Kayvon
7865,74692.jpg,Expressionism,False,Kayvon
7866,56304.jpg,Art Nouveau (Modern),True,Kayvon
7867,4555.jpg,Art Nouveau (Modern),True,Kayvon
7868,65335.jpg,Impressionism,True,Kayvon
7869,87213.jpg,Art Nouveau (Modern),True,Kayvon
7870,64684.jpg,Impressionism,False,Kayvon
7871,3007.jpg,Expressionism,False,Kayvon
7872,6010.jpg,Realism,False,Kayvon
7873,32878.jpg,Expressionism,True,Kayvon
7874,18328.jpg,Renaissance,True,Kayvon
7875,32946.jpg,Realism,True,Kayvon
7876,26621.jpg,Renaissance,True,Kayvon
7877,7388.jpg,Post-Impressionism,False,Kayvon
7878,61900.jpg,Art Nouveau (Modern),True,Kayvon
7879,10309.jpg,Art Nouveau (Modern),True,Kayvon
7880,66268.jpg,Realism,False,Kayvon
7881,87285.jpg,Art Nouveau (Modern),True,Kayvon
7882,24926.jpg,Realism,True,Kayvon
7883,14486.jpg,Realism,True,Kayvon
7884,47962.jpg,Art Nouveau (Modern),False,Kayvon
7885,36670.jpg,Art Nouveau (Modern),False,Kayvon
7886,39939.jpg,Art Nouveau (Modern),True,Kayvon
7887,19117.jpg,Art Nouveau (Modern),True,Kayvon
7888,24830.jpg,Expressionism,True,Kayvon
7889,29569.jpg,Impressionism,True,Kayvon
7890,25641.jpg,Expressionism,False,Kayvon
7891,79500.jpg,Impressionism,True,Kayvon
7892,37130.jpg,Renaissance,False,Kayvon
7893,35749.jpg,Baroque,True,Kayvon
7894,83575.jpg,Post-Impressionism,True,Kayvon
7895,69458.jpg,Renaissance,False,Kayvon
7896,38919.jpg,Post-Impressionism,True,Kayvon
7897,11581.jpg,Renaissance,True,Kayvon
7898,69170.jpg,Baroque,True,Kayvon
7899,47649.jpg,Art Nouveau (Modern),True,Kayvon
7900,87876.jpg,Expressionism,True,Kayvon
7901,65793.jpg,Renaissance,False,Kayvon
7902,43515.jpg,Art Nouveau (Modern),True,Kayvon
7903,80765.jpg,Expressionism,True,Kayvon
7904,41175.jpg,Art Nouveau (Modern),False,Kayvon
7905,51418.jpg,Renaissance,False,Kayvon
7906,75195.jpg,Art Nouveau (Modern),True,Kayvon
7907,49072.jpg,Renaissance,True,Kayvon
7908,97512.jpg,Realism,True,Kayvon
7909,49057.jpg,Realism,True,Kayvon
7910,96129.jpg,Realism,True,Kayvon
7911,7115.jpg,Renaissance,True,Kayvon
7912,5072.jpg,Impressionism,True,Kayvon
7913,46992.jpg,Renaissance,True,Kayvon
7914,63853.jpg,Renaissance,True,Kayvon
7915,52196.jpg,Expressionism,False,Kayvon
7916,35042.jpg,Realism,True,Kayvon
7917,53966.jpg,Realism,True,Kayvon
7918,64667.jpg,Art Nouveau (Modern),True,Kayvon
7919,68756.jpg,Realism,False,Kayvon
7920,62980.jpg,Impressionism,True,Kayvon
7921,74028.jpg,Renaissance,False,Kayvon
7922,59868.jpg,Art Nouveau (Modern),True,Kayvon
7923,41962.jpg,Renaissance,True,Kayvon
7924,6207.jpg,Renaissance,True,Kayvon
7925,85559.jpg,Art Nouveau (Modern),True,Kayvon
7926,101712.jpg,Realism,False,Kayvon
7927,41758.jpg,Expressionism,True,Kayvon
7928,94389.jpg,Impressionism,False,Kayvon
7929,94929.jpg,Realism,True,Kayvon
7930,96532.jpg,Baroque,True,Kayvon
7931,88291.jpg,Renaissance,True,Kayvon
7932,7706.jpg,Realism,True,Kayvon
7933,84713.jpg,Baroque,True,Kayvon
7934,75153.jpg,Expressionism,True,Kayvon
7935,71757.jpg,Expressionism,True,Kayvon
7936,13578.jpg,Expressionism,True,Kayvon
7937,50476.jpg,Renaissance,True,Kayvon
7938,32010.jpg,Expressionism,True,Kayvon
7939,21074.jpg,Expressionism,True,Kayvon
7940,81539.jpg,Abstract Expressionism,True,Kayvon
7941,28723.jpg,Art Nouveau (Modern),True,Kayvon
7942,73537.jpg,Expressionism,False,Kayvon
7943,52335.jpg,Expressionism,True,Kayvon
7944,90058.jpg,Post-Impressionism,True,Kayvon
7945,16761.jpg,Impressionism,True,Kayvon
7946,49415.jpg,Art Nouveau (Modern),True,Kayvon
7947,48955.jpg,Realism,False,Kayvon
7948,44347.jpg,Art Nouveau (Modern),True,Kayvon
7949,72150.jpg,Realism,True,Kayvon
7950,46314.jpg,Renaissance,True,Kayvon
7951,85748.jpg,Expressionism,True,Kayvon
7952,11679.jpg,Post-Impressionism,True,Kayvon
7953,22253.jpg,Impressionism,True,Kayvon
7954,21077.jpg,Impressionism,True,Kayvon
7955,5639.jpg,Impressionism,True,Kayvon
7956,13509.jpg,Baroque,True,Kayvon
7957,21246.jpg,Realism,False,Kayvon
7958,36696.jpg,Baroque,True,Kayvon
7959,16320.jpg,Expressionism,True,Kayvon
7960,15698.jpg,Impressionism,True,Kayvon
7961,98694.jpg,Expressionism,False,Kayvon
7962,46006.jpg,Renaissance,True,Kayvon
7963,46720.jpg,Realism,True,Kayvon
7964,88312.jpg,Baroque,False,Kayvon
7965,451.jpg,Abstract Expressionism,True,Kayvon
7966,28587.jpg,Expressionism,True,Kayvon
7967,98320.jpg,Impressionism,True,Kayvon
7968,10732.jpg,Renaissance,True,Kayvon
7969,82227.jpg,Expressionism,True,Kayvon
7970,63559.jpg,Impressionism,False,Kayvon
7971,36164.jpg,Realism,True,Kayvon
7972,13819.jpg,Impressionism,True,Kayvon
7973,15682.jpg,Art Nouveau (Modern),True,Kayvon
7974,50770.jpg,Art Nouveau (Modern),True,Kayvon
7975,60274.jpg,Art Nouveau (Modern),True,Kayvon
7976,96899.jpg,Expressionism,True,Kayvon
7977,1630.jpg,Renaissance,False,Kayvon
7978,79175.jpg,Renaissance,True,Kayvon
7979,33957.jpg,Renaissance,True,Kayvon
7980,32953.jpg,Renaissance,True,Kayvon
7981,24363.jpg,Renaissance,False,Kayvon
7982,92173.jpg,Expressionism,True,Kayvon
7983,24181.jpg,Renaissance,False,Kayvon
7984,78229.jpg,Renaissance,True,Kayvon
7985,36486.jpg,Realism,True,Kayvon
7986,29574.jpg,Baroque,True,Kayvon
7987,25972.jpg,Impressionism,True,Kayvon
7988,36343.jpg,Abstract Expressionism,True,Kayvon
7989,22856.jpg,Impressionism,True,Kayvon
7990,37914.jpg,Post-Impressionism,True,Kayvon
7991,71794.jpg,Impressionism,True,Kayvon
7992,83237.jpg,Renaissance,True,Kayvon
7993,940.jpg,Renaissance,True,Kayvon
7994,94698.jpg,Realism,True,Kayvon
7995,53560.jpg,Post-Impressionism,False,Kayvon
7996,20230.jpg,Realism,True,Kayvon
7997,33021.jpg,Impressionism,True,Kayvon
7998,60469.jpg,Abstract Expressionism,True,Kayvon
7999,66765.jpg,Impressionism,True,Kayvon
8000,22988.jpg,Baroque,True,Kayvon
8001,59453.jpg,Realism,True,Kayvon
8002,32272.jpg,Baroque,True,Kayvon
8003,7316.jpg,Realism,True,Kayvon
8004,782.jpg,Art Nouveau (Modern),True,Kayvon
8005,70953.jpg,Impressionism,True,Kayvon
8006,95908.jpg,Renaissance,False,Kayvon
8007,11134.jpg,Renaissance,True,Kayvon
8008,98374.jpg,Renaissance,True,Kayvon
8009,70922.jpg,Renaissance,True,Kayvon
8010,7295.jpg,Baroque,True,Kayvon
8011,42912.jpg,Renaissance,True,Kayvon
8012,53172.jpg,Renaissance,True,Kayvon
8013,88167.jpg,Impressionism,True,Kayvon
8014,18490.jpg,Renaissance,False,Kayvon
8015,79431.jpg,Renaissance,True,Kayvon
8016,15692.jpg,Impressionism,True,Kayvon
8017,13171.jpg,Baroque,False,Kayvon
8018,35445.jpg,Expressionism,True,Kayvon
8019,49697.jpg,Impressionism,True,Kayvon
8020,79192.jpg,Impressionism,True,Kayvon
8021,33478.jpg,Baroque,True,Kayvon
8022,99409.jpg,Post-Impressionism,False,Kayvon
8023,86753.jpg,Renaissance,True,Kayvon
8024,68250.jpg,Realism,True,Kayvon
8025,55269.jpg,Impressionism,True,Kayvon
8026,93401.jpg,Impressionism,False,Kayvon
8027,100690.jpg,Art Nouveau (Modern),True,Kayvon
8028,53004.jpg,Realism,True,Kayvon
8029,2846.jpg,Realism,True,Kayvon
8030,18386.jpg,Expressionism,True,Kayvon
8031,89228.jpg,Impressionism,False,Kayvon
8032,90187.jpg,Impressionism,True,Kayvon
8033,23475.jpg,Impressionism,True,Kayvon
8034,25207.jpg,Realism,False,Kayvon
8035,50449.jpg,Impressionism,True,Kayvon
8036,11712.jpg,Realism,True,Kayvon
8037,97269.jpg,Medieval,True,Kayvon
8038,80452.jpg,Impressionism,True,Kayvon
8039,54782.jpg,Post-Impressionism,True,Kayvon
8040,8027.jpg,Expressionism,True,Kayvon
8041,55208.jpg,Renaissance,True,Kayvon
8042,38031.jpg,Realism,True,Kayvon
8043,88311.jpg,Realism,True,Kayvon
8044,34601.jpg,Art Nouveau (Modern),True,Kayvon
8045,101727.jpg,Art Nouveau (Modern),True,Kayvon
8046,60276.jpg,Impressionism,True,Kayvon
8047,72931.jpg,Art Nouveau (Modern),True,Kayvon
8048,87985.jpg,Realism,True,Kayvon
8049,92620.jpg,Impressionism,True,Kayvon
8050,100052.jpg,Renaissance,True,Kayvon
8051,61740.jpg,Expressionism,False,Kayvon
8052,30602.jpg,Impressionism,True,Kayvon
8053,38486.jpg,Medieval,True,Kayvon
8054,49510.jpg,Art Nouveau (Modern),True,Kayvon
8055,91748.jpg,Art Nouveau (Modern),False,Kayvon
8056,22104.jpg,Impressionism,True,Kayvon
8057,40455.jpg,Impressionism,True,Kayvon
8058,9760.jpg,Realism,True,Kayvon
8059,45568.jpg,Impressionism,False,Kayvon
8060,40821.jpg,Renaissance,True,Kayvon
8061,12511.jpg,Renaissance,True,Kayvon
8062,82268.jpg,Art Nouveau (Modern),True,Kayvon
8063,28440.jpg,Impressionism,True,Kayvon
8064,53961.jpg,Expressionism,True,Kayvon
8065,50492.jpg,Expressionism,False,Kayvon
8066,6238.jpg,Expressionism,False,Kayvon
8067,97637.jpg,Post-Impressionism,True,Kayvon
8068,74561.jpg,Realism,True,Kayvon
8069,54175.jpg,Realism,True,Kayvon
8070,20206.jpg,Expressionism,True,Kayvon
8071,63989.jpg,Impressionism,True,Kayvon
8072,55741.jpg,Expressionism,True,Kayvon
8073,99573.jpg,Expressionism,False,Kayvon
8074,1428.jpg,Expressionism,True,Kayvon
8075,79177.jpg,Art Nouveau (Modern),True,Kayvon
8076,61702.jpg,Impressionism,False,Kayvon
8077,39216.jpg,Impressionism,True,Kayvon
8078,96257.jpg,Impressionism,True,Kayvon
8079,83849.jpg,Impressionism,False,Kayvon
8080,23298.jpg,Impressionism,True,Kayvon
8081,39173.jpg,Impressionism,True,Kayvon
8082,69109.jpg,Renaissance,True,Kayvon
8083,69894.jpg,Impressionism,True,Kayvon
8084,68597.jpg,Expressionism,True,Kayvon
8085,37829.jpg,Impressionism,False,Kayvon
8086,91983.jpg,Renaissance,True,Kayvon
8087,39741.jpg,Art Nouveau (Modern),False,Kayvon
8088,66992.jpg,Baroque,False,Kayvon
8089,31614.jpg,Impressionism,True,Kayvon
8090,15731.jpg,Realism,False,Kayvon
8091,97832.jpg,Renaissance,True,Kayvon
8092,23114.jpg,Renaissance,True,Kayvon
8093,4979.jpg,Impressionism,False,Kayvon
8094,67903.jpg,Impressionism,True,Kayvon
8095,68053.jpg,Realism,True,Kayvon
8096,50989.jpg,Impressionism,True,Kayvon
8097,66167.jpg,Impressionism,True,Kayvon
8098,7545.jpg,Expressionism,True,Kayvon
8099,89298.jpg,Renaissance,True,Kayvon
8100,16778.jpg,Expressionism,True,Kayvon
8101,60024.jpg,Impressionism,True,Kayvon
8102,14300.jpg,Impressionism,True,Kayvon
8103,16949.jpg,Post-Impressionism,False,Kayvon
8104,98999.jpg,Impressionism,True,Kayvon
8105,43017.jpg,Renaissance,True,Kayvon
8106,31880.jpg,Expressionism,False,Kayvon
8107,67460.jpg,Renaissance,True,Kayvon
8108,45397.jpg,Realism,True,Kayvon
8109,12915.jpg,Expressionism,True,Kayvon
8110,38158.jpg,Art Nouveau (Modern),True,Kayvon
8111,71812.jpg,Renaissance,True,Kayvon
8112,98687.jpg,Impressionism,False,Kayvon
8113,69342.jpg,Impressionism,True,Kayvon
8114,69121.jpg,Baroque,True,Kayvon
8115,25295.jpg,Impressionism,False,Kayvon
8116,19086.jpg,Expressionism,True,Kayvon
8117,14688.jpg,Post-Impressionism,True,Kayvon
8118,57748.jpg,Expressionism,False,Kayvon
8119,9043.jpg,Impressionism,True,Kayvon
8120,21463.jpg,Realism,True,Kayvon
8121,45532.jpg,Post-Impressionism,True,Kayvon
8122,51136.jpg,Impressionism,True,Kayvon
8123,41728.jpg,Abstract Expressionism,True,Kayvon
8124,8466.jpg,Realism,True,Kayvon
8125,96488.jpg,Expressionism,True,Kayvon
8126,51392.jpg,Realism,True,Kayvon
8127,80048.jpg,Abstract Expressionism,False,Kayvon
8128,96366.jpg,Impressionism,True,Kayvon
8129,55794.jpg,Renaissance,False,Kayvon
8130,93381.jpg,Expressionism,True,Kayvon
8131,77357.jpg,Expressionism,True,Kayvon
8132,15666.jpg,Renaissance,False,Kayvon
8133,49547.jpg,Abstract Expressionism,True,Kayvon
8134,96301.jpg,Expressionism,False,Kayvon
8135,91536.jpg,Baroque,True,Kayvon
8136,81905.jpg,Impressionism,True,Kayvon
8137,34413.jpg,Renaissance,True,Kayvon
8138,74048.jpg,Impressionism,True,Kayvon
8139,97179.jpg,Impressionism,True,Kayvon
8140,21309.jpg,Realism,True,Kayvon
8141,63367.jpg,Medieval,False,Kayvon
8142,52271.jpg,Expressionism,False,Kayvon
8143,88435.jpg,Impressionism,True,Kayvon
8144,38682.jpg,Renaissance,False,Kayvon
8145,13628.jpg,Impressionism,True,Kayvon
8146,93368.jpg,Expressionism,False,Kayvon
8147,26298.jpg,Renaissance,True,Kayvon
8148,42577.jpg,Impressionism,True,Kayvon
8149,25932.jpg,Art Nouveau (Modern),True,Kayvon
8150,2608.jpg,Impressionism,True,Kayvon
8151,44467.jpg,Baroque,True,Kayvon
8152,99727.jpg,Expressionism,False,Kayvon
8153,93670.jpg,Expressionism,True,Kayvon
8154,9751.jpg,Expressionism,True,Kayvon
8155,72246.jpg,Abstract Expressionism,True,Kayvon
8156,94236.jpg,Expressionism,True,Kayvon
8157,98642.jpg,Baroque,True,Kayvon
8158,63915.jpg,Abstract Expressionism,True,Kayvon
8159,15042.jpg,Baroque,True,Kayvon
8160,76034.jpg,Impressionism,True,Kayvon
8161,18759.jpg,Art Nouveau (Modern),True,Kayvon
8162,97717.jpg,Expressionism,True,Kayvon
8163,14025.jpg,Realism,False,Kayvon
8164,68496.jpg,Expressionism,True,Kayvon
8165,16905.jpg,Impressionism,False,Kayvon
8166,83160.jpg,Baroque,True,Kayvon
8167,83859.jpg,Impressionism,False,Kayvon
8168,391.jpg,Impressionism,True,Kayvon
8169,80534.jpg,Realism,True,Kayvon
8170,95450.jpg,Impressionism,True,Kayvon
8171,26086.jpg,Impressionism,True,Kayvon
8172,35375.jpg,Impressionism,True,Kayvon
8173,64977.jpg,Baroque,True,Kayvon
8174,53940.jpg,Art Nouveau (Modern),True,Kayvon
8175,19559.jpg,Renaissance,True,Kayvon
8176,76596.jpg,Renaissance,True,Kayvon
8177,67780.jpg,Impressionism,False,Kayvon
8178,16090.jpg,Impressionism,True,Kayvon
8179,29224.jpg,Baroque,False,Kayvon
8180,2437.jpg,Expressionism,False,Kayvon
8181,81927.jpg,Impressionism,True,Kayvon
8182,58574.jpg,Renaissance,True,Kayvon
8183,96338.jpg,Expressionism,True,Kayvon
8184,90523.jpg,Expressionism,True,Kayvon
8185,78613.jpg,Art Nouveau (Modern),True,Kayvon
8186,22800.jpg,Expressionism,False,Kayvon
8187,607.jpg,Baroque,True,Kayvon
8188,9169.jpg,Realism,False,Kayvon
8189,40135.jpg,Impressionism,True,Kayvon
8190,55716.jpg,Renaissance,True,Kayvon
8191,38891.jpg,Art Nouveau (Modern),True,Kayvon
8192,60776.jpg,Expressionism,True,Kayvon
8193,21198.jpg,Renaissance,True,Kayvon
8194,6594.jpg,Expressionism,True,Kayvon
8195,69955.jpg,Realism,True,Kayvon
8196,61293.jpg,Art Nouveau (Modern),True,Kayvon
8197,2100.jpg,Expressionism,True,Kayvon
8198,20198.jpg,Baroque,True,Kayvon
8199,63334.jpg,Expressionism,True,Kayvon
8200,98615.jpg,Art Nouveau (Modern),True,Kayvon
8201,35467.jpg,Impressionism,True,Kayvon
8202,5142.jpg,Renaissance,True,Kayvon
8203,46410.jpg,Realism,True,Kayvon
8204,2462.jpg,Art Nouveau (Modern),True,Kayvon
8205,28522.jpg,Realism,True,Kayvon
8206,54697.jpg,Impressionism,False,Kayvon
8207,3374.jpg,Impressionism,False,Kayvon
8208,55975.jpg,Impressionism,True,Kayvon
8209,54524.jpg,Realism,True,Kayvon
8210,64640.jpg,Post-Impressionism,True,Kayvon
8211,2797.jpg,Expressionism,True,Kayvon
8212,45208.jpg,Realism,True,Kayvon
8213,23841.jpg,Art Nouveau (Modern),True,Kayvon
8214,41519.jpg,Baroque,True,Kayvon
8215,56520.jpg,Expressionism,True,Kayvon
8216,64273.jpg,Renaissance,True,Kayvon
8217,24910.jpg,Impressionism,True,Kayvon
8218,19950.jpg,Impressionism,True,Kayvon
8219,92637.jpg,Baroque,True,Kayvon
8220,94393.jpg,Realism,False,Kayvon
8221,48673.jpg,Realism,False,Kayvon
8222,44497.jpg,Realism,True,Kayvon
8223,44722.jpg,Renaissance,False,Kayvon
8224,15966.jpg,Impressionism,True,Kayvon
8225,30719.jpg,Renaissance,True,Kayvon
8226,75711.jpg,Art Nouveau (Modern),False,Kayvon
8227,52306.jpg,Realism,True,Kayvon
8228,82526.jpg,Renaissance,True,Kayvon
8229,12959.jpg,Impressionism,True,Kayvon
8230,67599.jpg,Expressionism,True,Kayvon
8231,18175.jpg,Expressionism,True,Kayvon
8232,9266.jpg,Expressionism,True,Kayvon
8233,59159.jpg,Expressionism,True,Kayvon
8234,76458.jpg,Realism,True,Kayvon
8235,16848.jpg,Abstract Expressionism,True,Kayvon
8236,20707.jpg,Impressionism,True,Kayvon
8237,16460.jpg,Post-Impressionism,True,Kayvon
8238,7712.jpg,Impressionism,True,Kayvon
8239,47375.jpg,Art Nouveau (Modern),True,Kayvon
8240,49670.jpg,Expressionism,True,Kayvon
8241,79609.jpg,Art Nouveau (Modern),False,Kayvon
8242,7451.jpg,Expressionism,True,Kayvon
8243,58002.jpg,Renaissance,False,Kayvon
8244,79826.jpg,Realism,False,Kayvon
8245,98630.jpg,Renaissance,False,Kayvon
8246,81563.jpg,Expressionism,True,Kayvon
8247,34628.jpg,Impressionism,True,Kayvon
8248,67685.jpg,Impressionism,True,Kayvon
8249,23270.jpg,Abstract Expressionism,True,Kayvon
8250,99754.jpg,Renaissance,False,Kayvon
8251,39246.jpg,Renaissance,True,Kayvon
8252,184.jpg,Realism,False,Kayvon
8253,49354.jpg,Expressionism,True,Kayvon
8254,6901.jpg,Renaissance,True,Kayvon
8255,37220.jpg,Renaissance,True,Kayvon
